ticker,company_name,country,ipo_year,market_cap,subsector
AMPH,"Amphastar Pharmaceuticals, Inc.",United States,2014.0,824140000.0,Major Pharmaceuticals
APH,Amphenol Corporation,United States,,28360000000.0,Electrical Products
AMPE,"Ampio Pharmaceuticals, Inc.",United States,,37550000.0,Major Pharmaceuticals
IBUY,Amplify Online Retail ETF,United States,,505270000.0,
APHB,AmpliPhi Biosciences Corporation,United States,,18110000.0,Biotechnology: Biological Products (No Diagnostic Substances)
AXR,AMREP Corporation,United States,,59790000.0,Newspapers/Magazines
ASYS,"Amtech Systems, Inc.",United States,,73740000.0,Industrial Machinery/Components
AME,"AMTEK, Inc.",United States,,17560000000.0,Metal Fabrications
AFSI,"AmTrust Financial Services, Inc.",United States,,2860000000.0,Property-Casualty Insurers
AFSI^A,"AmTrust Financial Services, Inc.",United States,,,
AFSI^B,"AmTrust Financial Services, Inc.",United States,,,
AFSI^C,"AmTrust Financial Services, Inc.",United States,,,
AFSI^D,"AmTrust Financial Services, Inc.",United States,,,
AFSI^E,"AmTrust Financial Services, Inc.",United States,,,
AFSI^F,"AmTrust Financial Services, Inc.",United States,,,
AFSS,"AmTrust Financial Services, Inc.",United States,2015.0,,Property-Casualty Insurers
AFST,"AmTrust Financial Services, Inc.",United States,2015.0,,Property-Casualty Insurers
AMRS,"Amyris, Inc.",United States,2010.0,393640000.0,Major Chemicals
APC,Anadarko Petroleum Corporation,United States,,34500000000.0,Oil & Gas Production
ADI,"Analog Devices, Inc.",United States,,35180000000.0,Semiconductors
ANAB,"AnaptysBio, Inc.",United States,2017.0,1950000000.0,Major Pharmaceuticals
AVXL,Anavex Life Sciences Corp.,United States,,124600000.0,Biotechnology: Commercial Physical & Biological Resarch
ANCB,Anchor Bancorp,United States,2011.0,72040000.0,Banks
ANDV,Andeavor,United States,,22490000000.0,Integrated oil Companies
ANDX,Andeavor Logistics LP,United States,2011.0,10640000000.0,Natural Gas Distribution
ANGI,ANGI Homeservices Inc.,United States,,9670000000.0,Advertising
ANGO,"AngioDynamics, Inc.",United States,2004.0,791200000.0,Medical/Dental Instruments
AU,AngloGold Ashanti Limited,South Africa,,3370000000.0,Precious Metals
BUD,Anheuser-Busch Inbev SA,Belgium,,157090000000.0,Beverages (Production/Distribution)
ANIP,"ANI Pharmaceuticals, Inc.",United States,,674210000.0,Major Pharmaceuticals
ANIK,Anika Therapeutics Inc.,United States,,608340000.0,Medical/Dental Instruments
AXE,Anixter International Inc.,United States,,2410000000.0,Telecommunications Equipment
NLY,Annaly Capital Management Inc,United States,,12130000000.0,Real Estate Investment Trusts
NLY^C,Annaly Capital Management Inc,United States,,,
NLY^D,Annaly Capital Management Inc,United States,,,
NLY^F,Annaly Capital Management Inc,United States,,,
NLY^G,Annaly Capital Management Inc,United States,,,
ANSS,"ANSYS, Inc.",United States,1996.0,14580000000.0,Computer Software: Prepackaged Software
ATRS,"Antares Pharma, Inc.",United States,,509680000.0,Medical/Dental Instruments
AMGP,Antero Midstream GP LP,United States,2017.0,3560000000.0,Natural Gas Distribution
AM,Antero Midstream Partners LP,United States,2014.0,5840000000.0,Natural Gas Distribution
AR,Antero Resources Corporation,,2013.0,5750000000.0,Oil & Gas Production
ANTM,"Anthem, Inc.",United States,,68880000000.0,Medical Specialities
ANH,Anworth Mortgage Asset  Corporation,United States,,483610000.0,Real Estate Investment Trusts
ANH^A,Anworth Mortgage Asset  Corporation,United States,,,
ANH^B,Anworth Mortgage Asset  Corporation,United States,,,
ANH^C,Anworth Mortgage Asset  Corporation,United States,,,
AON,Aon plc,United States,,34440000000.0,Specialty Insurers
APA,Apache Corporation,United States,,16780000000.000002,Oil & Gas Production
AIV,Apartment Investment and Management Company,United States,1994.0,6810000000.0,Real Estate Investment Trusts
AIV^A,Apartment Investment and Management Company,United States,,,
APLS,"Apellis Pharmaceuticals, Inc.",United States,2017.0,1010000000.0,Major Pharmaceuticals
APY,Apergy Corporation,,2018.0,3390000000.0,Industrial Machinery/Components
APOG,"Apogee Enterprises, Inc.",United States,,1410000000.0,Auto Parts:O.E.M.
ARI,Apollo Commercial Real Estate Finance,United States,2009.0,2330000000.0,Real Estate Investment Trusts
ARI^C,Apollo Commercial Real Estate Finance,United States,,,
APEN,"Apollo Endosurgery, Inc.",United States,,164510000.0,Medical/Dental Instruments
APO,"Apollo Global Management, LLC",United States,2011.0,13970000000.0,Investment Managers
APO^A,"Apollo Global Management, LLC",United States,,,
APO^B,"Apollo Global Management, LLC",United States,,,
AINV,Apollo Investment Corporation,United States,2004.0,1220000000.0,
AIY,Apollo Investment Corporation,United States,2013.0,,
AMEH,"Apollo Medical Holdings, Inc.",United States,,805350000.0,Professional Services
AFT,Apollo Senior Floating Rate Fund Inc.,,2011.0,250730000.0,
AIF,Apollo Tactical Income Fund Inc.,,2013.0,223320000.0,
APPF,"AppFolio, Inc.",United States,2015.0,2660000000.0,Computer Software: Prepackaged Software
APPN,Appian Corporation,United States,2017.0,2200000000.0,Computer Software: Prepackaged Software
APLE,"Apple Hospitality REIT, Inc.",United States,2015.0,4019999999.9999995,Real Estate Investment Trusts
AAPL,Apple Inc.,United States,1980.0,1030950000000.0,Computer Manufacturing
ARCI,"Appliance Recycling Centers of America, Inc.",United States,,4200000.0,Home Furnishings
APDN,Applied DNA Sciences Inc,United States,,35530000.0,Other Consumer Services
APDNW,Applied DNA Sciences Inc,United States,,,Other Consumer Services
AGTC,Applied Genetic Technologies Corporation,United States,2014.0,74250000.0,Biotechnology: Biological Products (No Diagnostic Substances)
AIT,"Applied Industrial Technologies, Inc.",United States,,2980000000.0,Industrial Specialties
AMAT,"Applied Materials, Inc.",United States,1972.0,48770000000.0,Semiconductors
AAOI,"Applied Optoelectronics, Inc.",United States,2013.0,816050000.0,Semiconductors
AREX,Approach Resources Inc.,United States,2007.0,212910000.0,Oil & Gas Production
APTI,"Apptio, Inc.",United States,2016.0,1570000000.0,Computer Software: Prepackaged Software
APRI,"Apricus Biosciences, Inc.",United States,,6400000.0,Major Pharmaceuticals
ATR,"AptarGroup, Inc.",United States,,6360000000.0,Plastic Products
APVO,Aptevo Therapeutics Inc.,United States,,119030000.0,Major Pharmaceuticals
APTX,Aptinyx Inc.,United States,2018.0,720030000.0,Major Pharmaceuticals
APTV,Aptiv PLC,United Kingdom,2011.0,24900000000.0,Auto Parts:O.E.M.
APTO,"Aptose Biosciences, Inc.",Canada,,104920000.0,Biotechnology: Biological Products (No Diagnostic Substances)
WTR,"Aqua America, Inc.",United States,,6620000000.0,Water Supply
AQMS,"Aqua Metals, Inc.",United States,2015.0,91130000.0,Metal Fabrications
AQB,"AquaBounty Technologies, Inc.",United States,,31550000.0,
AQ,Aquantia Corp.,United States,2017.0,422230000.0,Semiconductors
WAAS,AquaVenture Holdings Limited,United States,2016.0,450900000.0,Water Supply
AQST,"Aquestive Therapeutics, Inc.",United States,2018.0,404990000.0,Major Pharmaceuticals
AQXP,"Aquinox Pharmaceuticals, Inc.",Canada,2014.0,76640000.0,Major Pharmaceuticals
ARDM,Aradigm Corporation,United States,1996.0,20990000.0,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ARLZ,Aralez Pharmaceuticals Inc.,Canada,,4220000.0,Major Pharmaceuticals
ARMK,Aramark,,2013.0,9970000000.0,Restaurants
PETX,"Aratana Therapeutics, Inc.",United States,2013.0,242410000.0,Major Pharmaceuticals
ABR,Arbor Realty Trust,United States,2004.0,784350000.0,Real Estate Investment Trusts
ABR^A,Arbor Realty Trust,United States,,,
ABR^B,Arbor Realty Trust,United States,,,
ABR^C,Arbor Realty Trust,United States,,,
ABUS,Arbutus Biopharma Corporation,Canada,,507550000.0,Major Pharmaceuticals
ARC,"ARC Document Solutions, Inc.",United States,2004.0,146200000.0,Professional Services
ARCW,"ARC Group Worldwide, Inc.",United States,,47780000.0,Metal Fabrications
ABIO,"ARCA biopharma, Inc.",United States,,8660000.0,Biotechnology: In Vitro & In Vivo Diagnostic Substances
RKDA,"Arcadia Biosciences, Inc.",United States,2015.0,27260000.0,Agricultural Chemicals
ARCB,ArcBest Corporation,United States,,1190000000.0,Trucking Freight/Courier Services
MT,ArcelorMittal,Luxembourg,,30070000000.0,Steel/Iron Ore
ACGL,Arch Capital Group Ltd.,Bermuda,,12330000000.0,Property-Casualty Insurers
ACGLO,Arch Capital Group Ltd.,Bermuda,,,Property-Casualty Insurers
ACGLP,Arch Capital Group Ltd.,Bermuda,,,Property-Casualty Insurers
ARCH,"Arch Coal, Inc.",United States,2016.0,1820000000.0,Coal Mining
ADM,Archer-Daniels-Midland Company,United States,,27930000000.0,Packaged Foods
AROC,"Archrock, Inc.",United States,,1630000000.0,Natural Gas Distribution
FUV,"Arcimoto, Inc.",United States,2017.0,61500000.0,Motor Vehicles
ARNC^,Arconic Inc.,United States,,,
ARNC,Arconic Inc.,United States,,9990000000.0,Metal Fabrications
ARCO,Arcos Dorados Holdings Inc.,Argentina,2011.0,1440000000.0,Restaurants
ARCT,Arcturus Therapeutics Ltd.,Israel,2013.0,82600000.0,
RCUS,"Arcus Biosciences, Inc.",,2018.0,546340000.0,Major Pharmaceuticals
ARD,Ardagh Group S.A.,,2017.0,3720000000.0,Containers/Packaging
ARDX,"Ardelyx, Inc.",United States,2014.0,246420000.0,Major Pharmaceuticals
ASC,Ardmore Shipping Corporation,,2013.0,210900000.0,Marine Transportation
ARNA,"Arena Pharmaceuticals, Inc.",United States,2000.0,1820000000.0,Major Pharmaceuticals
AFC,Ares Capital Corporation,United States,,205360000.0,
ARCC,Ares Capital Corporation,United States,2004.0,7400000000.0,
ACRE,Ares Commercial Real Estate Corporation,United States,2012.0,402350000.0,Real Estate Investment Trusts
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",United States,2012.0,367400000.0,
ARES,Ares Management L.P.,,2014.0,4760000000.0,Investment Managers
ARES^A,Ares Management L.P.,,,,
AGX,"Argan, Inc.",United States,,614190000.0,Engineering & Construction
ARGX,argenx SE,Netherlands,2017.0,2830000000.0,Biotechnology: Biological Products (No Diagnostic Substances)
ARGD,"Argo Group International Holdings, Ltd.",Bermuda,,,Specialty Insurers
ARGO,"Argo Group International Holdings, Ltd.",Bermuda,,2089999999.9999998,Specialty Insurers
ARDS,Aridis Pharmaceuticals Inc.,United States,2018.0,,Major Pharmaceuticals
ANET,"Arista Networks, Inc.",,2014.0,20190000000.0,Computer Communications Equipment
ARKR,Ark Restaurants Corp.,United States,,76550000.0,Restaurants
AI,Arlington Asset Investment Corp,United States,,287710000.0,Finance/Investors Services
AI^B,Arlington Asset Investment Corp,United States,,,
AIC,Arlington Asset Investment Corp,United States,2015.0,,Finance/Investors Services
AIW,Arlington Asset Investment Corp,United States,,,Finance/Investors Services
ARLO,"Arlo Technologies, Inc.",,2018.0,,Consumer Electronics/Appliances
AHH,"Armada Hoffler Properties, Inc.",United States,2013.0,705250000.0,Real Estate
ARR,"ARMOUR Residential REIT, Inc.",United States,,980700000.0,Real Estate Investment Trusts
ARR^A,"ARMOUR Residential REIT, Inc.",United States,,,
ARR^B,"ARMOUR Residential REIT, Inc.",United States,,,
AFI,"Armstrong Flooring, Inc.",,2016.0,426270000.0,Plastic Products
AWI,Armstrong World Industries Inc,United States,,3630000000.0,Plastic Products
ARTX,Arotech Corporation,United States,1994.0,87450000.0,Industrial Machinery/Components
ARQL,"ArQule, Inc.",United States,1996.0,600650000.0,Major Pharmaceuticals
ARRY,Array BioPharma Inc.,United States,2000.0,3010000000.0,Major Pharmaceuticals
ARRS,ARRIS International plc,United States,,4510000000.0,Radio And Television Broadcasting And Communications Equipment
DWCR,Arrow DWA Country Rotation ETF,United States,,19870000.0,
DWAT,Arrow DWA Tactical ETF,United States,,6060000.0,
ARW,"Arrow Electronics, Inc.",United States,,6730000000.0,Electronic Components
AROW,Arrow Financial Corporation,United States,,560540000.0,Major Banks
ARWR,"Arrowhead Pharmaceuticals, Inc.",United States,,1430000000.0,Major Pharmaceuticals
ASNS,"Arsanis, Inc.",United States,2017.0,26590000.0,Biotechnology: Biological Products (No Diagnostic Substances)
ARTNA,Artesian Resources Corporation,United States,,342350000.0,Water Supply
AJG,Arthur J. Gallagher & Co.,United States,,12900000000.0,Specialty Insurers
APAM,Artisan Partners Asset Management Inc.,United States,2013.0,2550000000.0,Investment Managers
ARTW,"Art's-Way Manufacturing Co., Inc.",United States,,11760000.0,Industrial Machinery/Components
ASA,ASA Gold and Precious Metals Limited,United States,,178820000.0,
AKG,Asanko Gold Inc.,Canada,,203220000.0,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
ABG,Asbury Automotive Group Inc,United States,2002.0,1530000000.0,Automotive Aftermarket
ASNA,"Ascena Retail Group, Inc.",United States,,951640000.0,Clothing/Shoe/Accessory Stores
ASND,Ascendis Pharma A/S,Denmark,2015.0,2850000000.0,Major Pharmaceuticals
ASCMA,"Ascent Capital Group, Inc.",United States,,28390000.0,Other Consumer Services
ASX,"ASE Technology Holding Co., Ltd.",,2018.0,10160000000.0,Semiconductors
ASGN,ASGN Incorporated,United States,1992.0,4720000000.0,Professional Services
AHT,Ashford Hospitality Trust Inc,United States,2003.0,636200000.0,Real Estate Investment Trusts
AHT^D,Ashford Hospitality Trust Inc,United States,,,
AHT^F,Ashford Hospitality Trust Inc,United States,,,
AHT^G,Ashford Hospitality Trust Inc,United States,,,
AHT^H,Ashford Hospitality Trust Inc,United States,,,
AHT^I,Ashford Hospitality Trust Inc,United States,,,
AINC,Ashford Inc.,United States,2014.0,191380000.0,Professional Services
ASH,Ashland Global Holdings Inc.,United States,,5290000000.0,Specialty Chemicals
APB,"Asia Pacific Fund, Inc. (The)",United States,,139640000.0,
APWC,Asia Pacific Wire & Cable Corporation Limited,Taiwan,,35930000.0,Telecommunications Equipment
ASLN,ASLAN Pharmaceuticals Limited,Singapore,2018.0,268209999.99999997,Major Pharmaceuticals
ASML,ASML Holding N.V.,Netherlands,1995.0,87700000000.0,Industrial Machinery/Components
ASPN,"Aspen Aerogels, Inc.",United States,2014.0,117020000.0,RETAIL: Building Materials
ASPU,Aspen Group Inc.,United States,,135450000.0,Other Consumer Services
AHL,Aspen Insurance Holdings Limited,Bermuda,2003.0,2230000000.0,Property-Casualty Insurers
AHL^C,Aspen Insurance Holdings Limited,Bermuda,,,
AHL^D,Aspen Insurance Holdings Limited,Bermuda,,,
AZPN,"Aspen Technology, Inc.",United States,1994.0,7730000000.0,EDP Services
ASMB,"Assembly Biosciences, Inc.",United States,,938620000.0,Major Pharmaceuticals
ASB,Associated Banc-Corp,United States,,4700000000.0,Major Banks
ASB.WS,Associated Banc-Corp,United States,,,
ASB^C,Associated Banc-Corp,United States,,,
ASB^D,Associated Banc-Corp,United States,,,
AC,"Associated Capital Group, Inc.",United States,2015.0,876920000.0,Investment Bankers/Brokers/Service
AIZ,"Assurant, Inc.",United States,2004.0,6870000000.0,Accident &Health Insurance
AIZP,"Assurant, Inc.",United States,,,Accident &Health Insurance
AGO,Assured Guaranty Ltd.,Bermuda,2004.0,4630000000.0,Property-Casualty Insurers
AGO^B,Assured Guaranty Ltd.,Bermuda,,,
AGO^E,Assured Guaranty Ltd.,Bermuda,,,
AGO^F,Assured Guaranty Ltd.,Bermuda,,,
ASFI,"Asta Funding, Inc.",United States,1995.0,20200000.0,Finance Companies
ASTE,"Astec Industries, Inc.",United States,1986.0,1070000000.0000001,Construction/Ag Equipment/Trucks
AST,"Asterias Biotherapeutics, Inc.",United States,,96270000.0,Biotechnology: Biological Products (No Diagnostic Substances)
AZN,Astrazeneca PLC,United Kingdom,,98750000000.0,Major Pharmaceuticals
ATRO,Astronics Corporation,United States,,1280000000.0,Military/Government/Technical
ALOT,"AstroNova, Inc.",United States,1983.0,121740000.0,Computer peripheral equipment
ASTC,Astrotech Corporation,United States,,15340000.0,Military/Government/Technical
ASUR,Asure Software Inc,United States,,213270000.0,EDP Services
ASV,"ASV Holdings, Inc.",United States,2017.0,66590000.0,Construction/Ag Equipment/Trucks
HOME,At Home Group Inc.,United States,2016.0,2180000000.0,Home Furnishings
T,AT&T Inc.,United States,,234090000000.0,Telecommunications Equipment
TBB,AT&T Inc.,United States,2017.0,,Telecommunications Equipment
TBC,AT&T Inc.,United States,2018.0,,Telecommunications Equipment
ATAI,ATA Inc.,China,2008.0,161000000.0,Other Consumer Services
ATRA,"Atara Biotherapeutics, Inc.",United States,2014.0,1690000000.0,Biotechnology: Biological Products (No Diagnostic Substances)
ATTO,Atento S.A.,,2014.0,436060000.0,Telecommunications Equipment
ATHN,"athenahealth, Inc.",United States,2007.0,6050000000.0,Business Services
ATH,Athene Holding Ltd.,,2016.0,9800000000.0,Life Insurance
ATNX,"Athenex, Inc.",United States,2017.0,1080000000.0,Major Pharmaceuticals
ATHX,"Athersys, Inc.",United States,,282820000.0,Major Pharmaceuticals
ATKR,Atkore International Group Inc.,United States,2016.0,1210000000.0,Industrial Machinery/Components
ATAC,Atlantic Acquisition Corp.,United States,2017.0,79280000.0,Food Distributors
ATACR,Atlantic Acquisition Corp.,United States,2017.0,,Food Distributors
